,country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
6741,Brunei,2001-01-01,BRN,340759.0,,0.0,0.0,4.389,-0.202,-4.389,5.232,-0.238,-4.354,15.355,,0.234,12.881,,0.196,0.0,0.0,3.024,8.875,,0.0,214.711,281.799,0.004,77.416,78.347,67.088,58.945,,65610.273,,0.583,1.71,2.906,8.527,19.222,23.213,0.843,2.473,1.69,4.96,0.12,0.352,0.901,2.645,,,22.357,0.0,0.017,0.017,0.0,0.0,0.02,0.016,0.0,0.705,0.062,0.01,0.016,,0.207,0.061,0.018,0.009,,7.91,6.55,-1.365,-31.106
6742,Brunei,2002-01-01,BRN,347470.0,,0.0,0.0,4.254,-0.136,-3.088,4.95,-0.282,-5.392,14.246,,0.19,12.243,,0.163,0.0,0.0,3.184,9.163,,0.0,218.965,286.749,0.004,78.101,81.197,67.784,59.663,,75133.312,,0.685,1.972,2.851,8.204,18.879,22.649,0.696,2.004,1.77,5.094,0.11,0.317,0.718,2.067,,,26.107,0.0,0.016,0.016,0.0,0.0,0.02,0.016,0.0,0.692,0.062,0.01,0.015,,0.229,0.058,0.013,0.007,,7.87,6.56,-1.07,-25.157
6743,Brunei,2003-01-01,BRN,354049.0,,0.0,0.0,4.47,0.216,5.084,5.093,0.143,2.888,14.385,,0.189,12.626,,0.166,0.0,0.0,4.397,12.419,,0.0,223.436,291.842,0.004,78.833,84.097,68.407,60.502,,76284.742,,0.732,2.068,2.9,8.19,21.409,25.477,0.623,1.759,1.92,5.423,0.12,0.339,0.838,2.368,,,27.009,0.0,0.016,0.015,0.0,0.0,0.02,0.016,0.0,0.681,0.061,0.01,0.015,,0.245,0.057,0.011,0.008,,9.02,7.58,-0.073,-1.64
6744,Brunei,2004-01-01,BRN,360472.0,,0.0,0.0,4.873,0.403,9.014,5.386,0.293,5.754,14.942,,0.18,13.519,,0.162,0.0,0.0,4.609,12.786,,0.0,228.309,297.229,0.004,79.456,87.339,68.92,61.509,,83202.562,,0.623,1.728,3.243,8.996,19.918,23.497,0.513,1.423,1.89,5.243,0.12,0.333,1.008,2.795,,,29.992,0.0,0.017,0.016,0.0,0.0,0.02,0.016,0.0,0.667,0.061,0.01,0.015,,0.192,0.062,0.01,0.009,,8.47,7.18,-0.264,-5.42
6745,Brunei,2005-01-01,BRN,366728.0,,0.0,0.0,4.869,-0.004,-0.075,5.236,-0.15,-2.789,14.277,,0.155,13.278,,0.144,0.0,0.0,4.526,12.341,,0.0,233.178,302.464,0.004,79.984,90.622,69.286,62.568,,92130.18,,0.528,1.439,3.283,8.952,19.142,22.687,0.366,0.999,1.84,5.017,0.12,0.327,1.059,2.887,,,33.787,0.0,0.016,0.015,0.0,0.0,0.02,0.016,0.0,0.653,0.061,0.01,0.015,,0.153,0.061,0.008,0.01,,8.32,7.02,-0.344,-7.058
6746,Brunei,2006-01-01,BRN,372814.0,,0.0,0.0,4.738,-0.132,-2.709,5.397,0.161,3.079,14.477,,0.104,12.708,,0.091,0.0,0.0,4.332,11.621,,0.0,237.916,307.861,0.004,80.511,93.861,69.946,63.539,,139666.797,,0.528,1.415,3.239,8.688,26.206,29.586,0.66,1.769,2.04,5.472,0.13,0.349,0.971,2.604,,,52.07,0.0,0.015,0.015,0.0,0.0,0.02,0.016,0.0,0.639,0.061,0.01,0.015,,0.152,0.059,0.013,0.009,,11.03,9.77,-0.405,-8.551
6747,Brunei,2007-01-01,BRN,378761.0,,0.0,0.0,8.31,3.572,75.406,8.786,3.389,62.797,23.197,,0.161,21.94,,0.152,0.0,0.0,7.163,18.912,,0.0,246.226,316.648,0.004,81.035,99.801,70.422,65.386,,144318.156,,0.524,1.383,5.939,15.681,24.527,27.828,0.476,1.258,1.92,5.069,0.13,0.343,1.847,4.876,,,54.662,0.0,0.026,0.024,0.0,0.0,0.02,0.016,0.0,0.625,0.063,0.01,0.015,,0.144,0.104,0.011,0.016,,10.54,9.29,-1.147,-13.799
6748,Brunei,2008-01-01,BRN,384579.0,,0.0,0.0,8.991,0.682,8.201,9.907,1.121,12.761,25.762,,0.176,23.38,,0.16,0.0,0.0,7.493,19.485,,0.0,255.217,326.555,0.004,81.479,106.293,71.338,67.441,,145980.906,,0.443,1.153,6.493,16.882,26.392,29.643,0.916,2.382,2.0,5.2,0.13,0.338,2.056,5.345,,,56.141,0.0,0.028,0.027,0.0,0.0,0.02,0.017,0.0,0.611,0.065,0.01,0.015,,0.119,0.111,0.02,0.018,,11.4,10.15,-1.498,-16.661
6749,Brunei,2009-01-01,BRN,390322.0,,0.0,0.0,7.746,-1.246,-13.854,8.625,-1.282,-12.943,22.097,,0.232,19.844,,0.208,0.0,0.0,6.5,16.654,,0.0,262.963,335.18,0.004,81.874,111.889,72.217,69.196,,95420.391,,0.396,1.013,5.596,14.337,25.415,28.694,0.879,2.253,1.81,4.637,0.13,0.333,1.754,4.494,,,37.245,0.0,0.025,0.024,0.0,0.0,0.02,0.017,0.0,0.597,0.066,0.011,0.015,,0.104,0.097,0.017,0.016,,11.2,9.92,-1.245,-16.078
6750,Brunei,2010-01-01,BRN,396064.0,,0.0,0.0,8.061,0.315,4.068,9.013,0.388,4.502,22.758,,0.212,20.352,,0.19,0.0,0.0,6.669,16.838,,0.0,271.024,344.194,0.004,82.219,118.016,73.17,70.786,,107111.188,,0.344,0.87,6.126,15.468,23.33,26.486,0.953,2.405,1.81,4.57,0.14,0.353,1.59,4.015,,,42.423,0.0,0.024,0.024,0.0,0.0,0.02,0.017,0.0,0.583,0.067,0.011,0.015,,0.09,0.099,0.02,0.014,,10.49,9.24,-1.392,-17.266
6751,Brunei,2011-01-01,BRN,401515.0,,0.0,0.0,9.545,1.484,18.409,10.681,1.667,18.496,26.601,,0.245,23.772,,0.219,0.0,0.0,8.784,21.876,,0.0,280.568,354.874,0.004,82.519,125.303,74.306,72.742,,108531.148,,0.3,0.748,7.288,18.15,23.611,24.482,1.136,2.829,1.86,4.632,0.13,0.324,1.957,4.873,,,43.577,0.0,0.028,0.027,0.0,0.0,0.02,0.017,0.0,0.57,0.069,0.011,0.015,,0.081,0.114,0.023,0.017,,9.83,9.48,-0.761,-7.975
6752,Brunei,2012-01-01,BRN,406637.0,,0.0,0.0,9.5,-0.045,-0.47,10.965,0.285,2.667,26.966,,0.259,23.362,,0.224,0.0,0.0,9.054,22.264,,0.0,290.068,365.84,0.004,82.841,132.416,75.772,74.808,,104173.734,,0.321,0.79,7.113,17.492,23.239,24.1,1.466,3.604,1.82,4.476,0.15,0.369,2.066,5.08,,,42.361,0.0,0.027,0.028,0.0,0.0,0.021,0.017,0.0,0.558,0.07,0.011,0.015,,0.084,0.109,0.03,0.018,,9.8,9.45,-0.446,-4.698
6753,Brunei,2013-01-01,BRN,411704.0,,0.0,0.0,7.626,-1.874,-19.724,8.542,-2.423,-22.1,20.748,,0.217,18.523,,0.194,0.0,0.0,8.573,20.824,,0.0,297.694,374.382,0.004,83.186,138.04,76.688,76.464,,95693.625,,0.346,0.84,5.624,13.661,22.443,23.269,0.916,2.225,1.66,4.032,0.15,0.364,1.656,4.023,,,39.397,0.0,0.022,0.021,0.0,0.0,0.021,0.017,0.0,0.546,0.07,0.011,0.015,,0.089,0.086,0.02,0.014,,9.58,9.24,0.947,12.422
6754,Brunei,2014-01-01,BRN,416670.0,,0.0,0.0,8.831,1.205,15.8,10.223,1.681,19.682,24.536,,0.231,21.194,,0.199,0.0,0.0,8.702,20.884,,0.0,306.525,384.605,0.004,83.557,144.811,78.08,78.153,,106339.25,,0.371,0.89,6.771,16.25,21.912,22.944,1.392,3.342,1.68,4.032,0.15,0.36,1.689,4.054,,,44.308,0.0,0.025,0.025,0.0,0.0,0.021,0.018,0.0,0.535,0.072,0.011,0.015,,0.096,0.102,0.028,0.014,,9.56,9.13,-0.129,-1.461
6755,Brunei,2015-01-01,BRN,421449.0,,0.0,0.0,6.933,-1.898,-21.489,8.472,-1.751,-17.129,20.102,,0.173,16.451,,0.142,0.0,0.0,7.547,17.908,,0.0,313.459,393.077,0.004,83.954,149.703,79.619,79.798,,116176.789,,0.397,0.941,4.891,11.606,19.908,20.809,1.539,3.651,1.58,3.749,0.14,0.332,1.645,3.904,,,48.963,0.0,0.019,0.021,0.0,0.0,0.021,0.018,0.0,0.524,0.072,0.011,0.015,,0.103,0.072,0.029,0.014,,8.77,8.39,0.614,8.854
6756,Brunei,2016-01-01,BRN,426001.0,,0.0,0.0,7.633,0.7,10.091,8.659,0.187,2.203,20.326,,0.169,17.918,,0.149,0.0,0.0,7.061,16.576,,0.0,321.091,401.736,0.004,84.442,155.044,80.645,81.602,,120051.602,,0.489,1.147,5.341,12.537,21.197,22.113,1.026,2.408,1.58,3.709,0.15,0.352,1.803,4.234,,,51.142,0.0,0.021,0.022,0.0,0.0,0.021,0.018,0.0,0.515,0.072,0.011,0.015,,0.129,0.077,0.023,0.015,,9.42,9.03,-0.571,-7.487
6757,Brunei,2017-01-01,BRN,430290.0,,0.0,0.0,9.309,1.676,21.964,10.372,1.713,19.785,24.105,,0.202,21.635,,0.181,0.0,0.0,8.4,19.522,,0.0,330.401,412.108,0.004,85.002,161.866,81.707,83.529,,119337.055,,0.56,1.301,6.822,15.855,22.078,22.845,1.063,2.469,1.64,3.811,0.14,0.325,1.927,4.479,,,51.35,0.0,0.026,0.026,0.0,0.0,0.021,0.018,0.0,0.507,0.072,0.011,0.015,,0.143,0.095,0.025,0.016,,9.83,9.5,-0.909,-9.767
6758,Brunei,2018-01-01,BRN,434283.0,,0.0,0.0,9.344,0.035,0.376,10.444,0.072,0.691,24.048,,0.196,21.517,,0.175,0.0,0.0,9.376,21.589,,0.0,339.745,422.552,0.004,85.414,168.892,82.806,85.435,,122979.117,,0.412,0.949,7.027,16.18,22.589,23.349,1.099,2.531,1.62,3.73,0.15,0.345,1.906,4.389,,,53.408,0.0,0.025,0.025,0.0,0.0,0.021,0.018,0.0,0.497,0.073,0.011,0.015,,0.1,0.093,0.026,0.016,,10.14,9.81,0.031,0.336
6759,Brunei,2019-01-01,BRN,438058.0,,0.0,0.0,10.488,1.143,12.233,11.623,1.18,11.296,26.534,,0.221,23.941,,0.199,0.363,0.828,9.847,22.48,,0.0,350.233,434.175,0.366,85.99,174.865,83.942,89.011,,120314.977,,0.576,1.316,5.972,13.634,21.23,21.983,1.136,2.593,1.59,3.63,0.15,0.342,3.576,8.163,,,52.705,0.0,0.028,0.028,0.002,0.0,0.021,0.018,0.0,0.488,0.073,0.011,0.015,,0.131,0.078,0.025,0.029,,9.63,9.3,-0.64,-6.104
6760,Brunei,2020-01-01,BRN,441736.0,,0.0,0.0,10.553,0.066,0.626,11.689,0.066,0.565,26.462,,,23.89,,,0.381,0.862,9.961,22.55,,0.0,360.786,445.864,0.747,86.276,180.977,85.078,92.785,,,,0.286,0.647,6.112,13.837,,,1.136,2.571,,,,,3.774,8.544,,,,0.0,0.03,0.03,0.003,0.0,0.021,0.018,0.0,0.478,0.074,0.012,0.016,,0.07,0.081,0.028,0.034,,,,-0.592,-5.611
6761,Brunei,2021-01-01,BRN,445382.0,,0.0,0.0,10.481,-0.073,-0.688,11.616,-0.073,-0.621,26.082,,,23.532,,,0.386,0.866,,,,0.0,371.266,457.48,1.133,86.682,186.788,86.214,96.664,,,,0.405,0.91,5.811,13.047,,,1.136,2.55,,,,,3.879,8.709,,,,0.0,0.028,0.028,0.003,0.0,0.021,0.018,0.0,0.47,0.074,0.012,0.016,,0.097,0.073,0.029,0.033,,,,,
7529,Cambodia,2001-01-01,KHM,12338198.0,21596243968.0,0.0,0.0,2.25,0.275,13.915,56.807,-3.609,-5.974,4.604,2.63,5.984,0.182,0.104,0.237,0.0,0.0,5.48,0.444,0.254,0.0,30.25,4168.958,0.443,0.0,0.0,4138.708,29.807,,769.41,0.44,0.0,0.0,0.0,0.0,1.572,2.18,54.557,4.422,15.83,1.283,5.26,0.426,2.25,0.182,,,9.493,0.0,0.009,0.187,0.0,0.0,0.003,0.243,0.0,0.0,0.0,0.639,0.008,,0.0,0.0,1.151,0.022,,26.9,19.39,3.23,143.576
7530,Cambodia,2002-01-01,KHM,12561783.0,22487644160.0,0.0,0.0,2.206,-0.044,-1.954,53.612,-3.195,-5.624,4.268,2.384,5.659,0.176,0.098,0.233,0.0,0.0,6.878,0.548,0.306,0.0,32.456,4222.569,0.443,0.0,0.0,4190.114,32.013,,754.145,0.421,0.0,0.0,0.0,0.0,1.579,2.328,51.406,4.092,16.96,1.35,6.42,0.511,2.206,0.176,,,9.473,0.0,0.008,0.17,0.0,0.0,0.003,0.242,0.0,0.0,0.0,0.642,0.008,,0.0,0.0,0.993,0.021,,29.25,19.83,4.672,211.833
7531,Cambodia,2003-01-01,KHM,12787714.0,23847374848.0,0.0,0.0,2.378,0.172,7.807,57.851,4.239,7.907,4.524,2.426,5.628,0.186,0.1,0.231,0.0,0.0,6.283,0.491,0.263,0.0,34.834,4280.42,0.443,0.0,0.0,4245.587,34.391,,803.816,0.431,0.0,0.0,0.0,0.0,1.667,2.477,55.473,4.338,18.57,1.452,7.06,0.552,2.378,0.186,,,10.279,0.0,0.009,0.174,0.0,0.0,0.003,0.241,0.0,0.0,0.0,0.645,0.009,,0.0,0.0,0.981,0.022,,31.67,21.32,3.905,164.22
7532,Cambodia,2004-01-01,KHM,13016377.0,25709400064.0,0.0,0.0,2.444,0.066,2.773,59.932,2.081,3.597,4.604,2.331,5.659,0.188,0.095,0.231,0.0,0.0,7.704,0.592,0.3,0.0,37.277,4340.353,0.443,0.0,0.0,4303.075,36.834,,813.564,0.412,0.0,0.0,0.0,0.0,1.627,2.495,57.488,4.417,18.72,1.438,7.71,0.592,2.444,0.188,,,10.59,0.0,0.009,0.176,0.0,0.0,0.003,0.239,0.0,0.0,0.0,0.649,0.009,,0.0,0.0,1.072,0.022,,32.48,21.18,5.26,215.224
7533,Cambodia,2005-01-01,KHM,13246588.0,28450983936.0,0.0,0.0,2.774,0.33,13.493,41.026,-18.906,-31.546,3.097,1.442,3.404,0.209,0.097,0.23,0.0,0.0,9.382,0.708,0.33,0.0,40.051,4381.378,0.443,0.0,0.0,4341.327,39.608,,909.821,0.424,0.0,0.0,0.0,0.0,1.705,2.333,38.252,2.888,18.48,1.395,6.1,0.46,2.774,0.209,,,12.052,0.0,0.009,0.119,0.0,0.0,0.003,0.237,0.0,0.0,0.0,0.65,0.009,,0.0,0.0,0.811,0.025,,30.9,22.59,6.608,238.255
7534,Cambodia,2006-01-01,KHM,13477781.0,30787633152.0,0.0,0.0,2.997,0.224,8.058,32.163,-8.863,-21.604,2.386,1.045,2.465,0.222,0.097,0.23,0.0,0.0,10.529,0.781,0.342,0.0,43.048,4413.541,0.443,0.0,0.0,4370.492,42.605,,967.996,0.424,0.0,0.0,0.0,0.0,1.793,2.548,29.165,2.164,20.26,1.503,7.43,0.551,2.997,0.222,,,13.046,0.0,0.01,0.09,0.0,0.0,0.004,0.234,0.0,0.0,0.0,0.649,0.01,,0.0,0.0,0.575,0.027,,34.34,24.17,7.532,251.309
7535,Cambodia,2007-01-01,KHM,13714798.0,33155622912.0,0.053,0.004,3.471,0.474,15.815,31.647,-0.515,-1.602,2.308,0.955,2.067,0.253,0.105,0.227,0.0,0.0,11.047,0.806,0.333,0.053,46.519,4445.188,0.443,0.0,0.0,4398.669,46.024,,1116.155,0.462,0.0,0.0,0.0,0.0,1.846,2.577,28.176,2.054,20.49,1.494,7.49,0.546,3.419,0.249,,,15.308,0.005,0.011,0.088,0.0,0.0,0.004,0.232,0.0,0.0,0.0,0.649,0.01,,0.0,0.0,0.635,0.03,,35.34,25.32,7.576,218.262
7536,Cambodia,2008-01-01,KHM,13943897.0,34556530688.0,0.371,0.027,3.867,0.396,11.396,31.75,0.102,0.324,2.277,0.919,1.976,0.277,0.112,0.241,0.0,0.0,13.09,0.939,0.379,0.424,50.386,4476.938,0.443,0.0,0.0,4426.552,49.519,,1152.201,0.465,0.0,0.0,0.0,0.0,1.861,2.522,27.883,2.0,20.29,1.455,7.09,0.508,3.495,0.251,,,16.066,0.032,0.012,0.086,0.0,0.002,0.004,0.229,0.0,0.0,0.0,0.649,0.011,,0.0,0.0,0.601,0.031,,35.17,25.95,9.224,238.538
7537,Cambodia,2009-01-01,KHM,14155742.0,34483417088.0,0.347,0.025,4.557,0.69,17.854,49.331,17.581,55.375,3.485,1.431,2.485,0.322,0.132,0.23,0.029,0.002,11.649,0.823,0.338,0.771,54.943,4526.269,0.472,0.0,0.0,4471.326,53.699,,1402.56,0.576,0.0,0.0,0.0,0.0,1.927,2.592,44.774,3.163,20.8,1.469,7.4,0.523,4.18,0.295,,,19.854,0.03,0.014,0.135,0.0,0.003,0.004,0.227,0.0,0.0,0.0,0.651,0.012,,0.0,0.0,0.889,0.038,,36.69,27.28,7.092,155.633
7538,Cambodia,2010-01-01,KHM,14363534.0,34988625920.0,0.37,0.026,5.078,0.521,11.434,35.966,-13.366,-27.093,2.504,1.028,1.571,0.354,0.145,0.222,0.095,0.007,16.143,1.124,0.461,1.141,60.021,4562.235,0.568,0.0,0.0,4502.213,58.312,,1594.107,0.654,0.0,0.0,0.0,0.0,1.939,2.488,30.888,2.15,20.26,1.411,6.57,0.457,4.613,0.321,,,22.897,0.029,0.015,0.094,0.001,0.004,0.004,0.225,0.0,0.0,0.0,0.65,0.012,,0.0,0.0,0.638,0.041,,35.74,27.85,11.064,217.883
7539,Cambodia,2011-01-01,KHM,14573894.0,36605583360.0,0.431,0.03,5.275,0.197,3.871,30.446,-5.519,-15.346,2.089,0.832,1.285,0.362,0.144,0.223,0.11,0.008,22.051,1.513,0.602,1.572,65.296,4592.681,0.678,0.0,0.0,4527.385,63.046,,1625.481,0.647,0.0,0.0,0.0,0.0,1.997,6.849,25.172,1.727,21.73,1.491,7.55,0.518,4.734,0.325,,,23.69,0.032,0.015,0.077,0.001,0.005,0.005,0.222,0.0,0.0,0.0,0.649,0.013,,0.0,0.0,0.507,0.042,,99.81,29.11,16.776,318.044
7540,Cambodia,2012-01-01,KHM,14786650.0,39288827904.0,0.487,0.033,5.576,0.301,5.713,28.586,-1.86,-6.111,1.933,0.728,1.083,0.377,0.142,0.211,0.154,0.01,21.82,1.476,0.555,2.059,70.872,4621.267,0.832,0.0,0.0,4550.395,67.981,,1784.288,0.672,0.0,0.0,0.0,0.0,1.942,6.632,23.01,1.556,20.53,1.388,6.63,0.448,4.935,0.334,,,26.384,0.035,0.016,0.072,0.001,0.007,0.005,0.219,0.0,0.0,0.0,0.648,0.014,,0.0,0.0,0.477,0.043,,98.06,28.71,16.244,291.317
7541,Cambodia,2013-01-01,KHM,14999691.0,42198171648.0,0.507,0.034,5.637,0.061,1.089,26.118,-2.467,-8.632,1.741,0.619,0.933,0.376,0.134,0.201,0.224,0.015,25.096,1.673,0.595,2.566,76.509,4647.386,1.055,0.0,0.0,4570.876,72.888,,1865.373,0.663,0.0,0.0,0.0,0.0,1.913,6.546,20.482,1.365,20.46,1.364,6.72,0.448,4.906,0.327,,,27.98,0.035,0.016,0.065,0.001,0.008,0.005,0.216,0.0,0.0,0.0,0.647,0.014,,0.0,0.0,0.443,0.042,,98.19,28.69,19.459,345.224
7542,Cambodia,2014-01-01,KHM,15210817.0,45181947904.0,0.51,0.034,6.834,1.198,21.245,53.807,27.688,106.01,3.537,1.191,1.743,0.449,0.151,0.221,1.243,0.082,23.684,1.557,0.524,3.077,83.343,4701.192,2.298,0.0,0.0,4617.849,77.969,,2029.549,0.683,0.0,0.0,0.0,0.0,1.936,6.486,46.972,3.088,19.82,1.303,6.55,0.431,5.081,0.334,,,30.871,0.034,0.019,0.133,0.008,0.009,0.006,0.215,0.0,0.0,0.0,0.649,0.015,,0.0,0.0,0.955,0.044,,98.65,29.45,16.849,246.542
7543,Cambodia,2015-01-01,KHM,15417527.0,48358453248.0,0.653,0.042,8.366,1.531,22.407,38.007,-15.799,-29.363,2.465,0.786,1.074,0.543,0.173,0.236,2.206,0.143,28.647,1.858,0.592,3.73,91.709,4739.2,4.504,0.0,0.0,4647.491,83.476,,2294.998,0.732,0.0,0.0,0.0,0.0,2.02,6.54,29.642,1.923,19.95,1.294,7.07,0.459,5.507,0.357,,,35.383,0.045,0.024,0.093,0.015,0.01,0.006,0.212,0.001,0.0,0.0,0.648,0.016,,0.0,0.0,0.55,0.046,,100.83,31.14,20.281,242.437
7544,Cambodia,2016-01-01,KHM,15624586.0,51749834752.0,1.421,0.091,10.922,2.556,30.555,34.408,-3.599,-9.47,2.202,0.665,0.78,0.699,0.211,0.248,3.056,0.196,27.697,1.773,0.535,5.151,102.63,4773.607,7.559,0.0,0.0,4670.977,89.921,,2822.683,0.852,0.0,0.0,0.0,0.0,2.186,4.32,23.486,1.503,20.2,1.293,6.64,0.425,6.445,0.412,,,44.103,0.096,0.031,0.086,0.021,0.014,0.007,0.21,0.001,0.0,0.0,0.647,0.016,,0.0,0.0,0.519,0.054,,67.5,34.16,16.775,153.592
7545,Cambodia,2017-01-01,KHM,15830694.0,55370772480.0,2.301,0.145,12.505,1.583,14.495,40.864,6.456,18.764,2.581,0.738,0.877,0.79,0.226,0.268,3.613,0.228,29.297,1.851,0.529,7.451,115.135,4814.472,11.172,0.0,0.0,4699.337,96.512,,2942.283,0.841,0.0,0.0,0.0,0.0,2.331,4.413,28.359,1.791,20.48,1.294,6.98,0.441,6.592,0.416,,,46.578,0.153,0.035,0.101,0.025,0.019,0.007,0.208,0.001,0.0,0.0,0.648,0.017,,0.0,0.0,0.655,0.054,,69.86,36.9,16.793,134.288
7546,Cambodia,2018-01-01,KHM,16025242.0,59541852160.0,3.316,0.207,14.388,1.883,15.061,42.638,1.773,4.34,2.661,0.716,0.725,0.898,0.242,0.245,3.84,0.24,34.454,2.15,0.579,10.767,129.523,4857.109,15.012,0.0,0.0,4727.586,103.745,,3668.622,0.987,0.0,0.0,0.0,0.0,2.417,4.394,28.249,1.763,19.75,1.232,6.24,0.389,7.233,0.451,,,58.791,0.211,0.039,0.104,0.026,0.027,0.008,0.206,0.002,0.0,0.0,0.648,0.018,,0.0,0.0,0.676,0.059,,70.41,38.73,20.066,139.46
7547,Cambodia,2019-01-01,KHM,16207746.0,,5.325,0.329,18.025,3.636,25.274,47.007,4.369,10.247,2.9,,0.714,1.112,,0.274,4.419,0.273,39.379,2.43,,16.092,147.548,4904.116,19.431,0.0,0.0,4756.568,112.025,,4062.944,,0.0,0.0,0.0,0.0,2.472,4.428,28.982,1.788,19.5,1.203,6.12,0.378,8.281,0.511,,,65.851,0.329,0.049,0.113,0.03,0.039,0.009,0.205,0.003,0.0,0.0,0.648,0.019,,0.0,0.0,0.636,0.067,,71.77,40.06,21.354,118.472
7548,Cambodia,2020-01-01,KHM,16396864.0,,5.325,0.325,18.703,0.679,3.765,47.832,0.825,1.755,2.917,,,1.141,,,4.639,0.283,38.54,2.35,,21.417,166.251,4951.948,24.069,0.0,0.0,4785.697,120.765,,,,0.0,0.0,0.0,0.0,,,29.129,1.776,,,,,8.74,0.533,,,,0.325,0.053,0.122,0.033,0.049,0.01,0.203,0.003,0.0,0.0,0.648,0.02,,0.0,0.0,0.718,0.078,,,,19.837,106.062
7549,Cambodia,2021-01-01,KHM,16589031.0,,5.325,0.321,19.029,0.325,1.739,48.927,1.095,2.289,2.949,,,1.147,,,4.698,0.283,,,,26.742,185.28,5000.875,28.768,0.024,0.0,4815.595,129.746,,,,0.024,0.001,0.0,0.0,,,29.898,1.802,,,,,8.981,0.541,,,,0.318,0.051,0.119,0.031,0.059,0.011,0.202,0.004,0.0,0.0,0.649,0.021,,0.006,0.0,0.759,0.076,,,,,
20289,Indonesia,2001-01-01,IDN,217112432.0,1185220919296.0,18.462,0.085,303.341,26.778,9.683,999.135,-31.553,-3.061,4.602,0.843,0.802,1.397,0.256,0.243,64.629,0.298,255.763,1.178,0.216,220.39,5485.553,56774.629,539.977,299.766,1083.983,59533.258,3341.437,,5740.435,1.052,9.233,0.043,61.162,0.282,3.134,4.691,695.794,3.205,320.53,1.476,65.77,0.303,149.856,0.69,,,1246.32,2.447,1.182,3.286,0.698,1.149,0.512,3.312,0.101,2.729,0.855,9.198,0.889,,3.284,1.281,14.682,1.442,,1018.47,680.43,-47.578,-15.685
20290,Indonesia,2002-01-01,IDN,220115088.0,1244249980928.0,18.137,0.082,310.818,7.477,2.465,1774.55,775.415,77.609,8.062,1.426,1.386,1.412,0.25,0.243,66.665,0.303,276.978,1.258,0.223,238.527,5796.372,58549.18,606.642,309.176,1143.747,60996.988,3498.28,,5815.386,1.029,9.409,0.043,59.764,0.272,3.098,6.818,1463.731,6.65,429.43,1.951,69.4,0.315,156.843,0.713,,,1280.054,2.278,1.183,5.641,0.689,1.194,0.528,3.354,0.111,2.74,0.868,9.349,0.905,,3.152,1.218,28.272,1.51,,1500.73,681.9,-33.84,-10.887
20291,Indonesia,2003-01-01,IDN,223080128.0,1309811277824.0,17.811,0.08,340.441,29.623,9.531,1701.508,-73.042,-4.116,7.627,1.299,1.225,1.526,0.26,0.245,89.49,0.401,317.595,1.424,0.242,256.338,6136.813,60250.684,696.132,317.207,1206.409,62358.059,3660.727,,6224.942,1.06,8.031,0.036,62.662,0.281,3.155,5.236,1361.066,6.101,337.56,1.513,68.91,0.309,162.447,0.728,,,1388.661,2.09,1.231,5.109,0.851,1.231,0.545,3.386,0.125,2.738,0.882,9.476,0.922,,2.683,1.233,24.078,1.521,,1168.0,703.79,-22.847,-6.711
20292,Indonesia,2004-01-01,IDN,225938592.0,1381839929344.0,19.047,0.084,344.394,3.952,1.161,1336.019,-365.489,-21.48,5.913,0.967,0.971,1.524,0.249,0.25,82.216,0.364,323.337,1.431,0.234,275.385,6481.207,61586.703,778.348,324.557,1268.295,63349.684,3834.623,,6086.949,0.995,7.35,0.033,61.886,0.274,3.14,6.717,991.625,4.389,414.98,1.837,71.85,0.318,173.895,0.77,,,1375.277,2.092,1.203,3.93,0.756,1.267,0.561,3.397,0.138,2.726,0.893,9.549,0.94,,2.27,1.177,18.493,1.575,,1517.63,709.52,-21.057,-6.114
